Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
ʁəplatʁaʒ,m,m,"[('ʁ', {'f': 0.029563577845692635, 'm': 0.9704364538192749}), ('ə', {'f': 0.9212587475776672, 'm': 0.07874121516942978}), ('p', {'f': 0.9308245778083801, 'm': 0.06917544454336166}), ('l', {'f': 0.19209350645542145, 'm': 0.8079065084457397}), ('a', {'f': 0.10209080576896667, 'm': 0.8979091644287109}), ('t', {'f': 0.25445154309272766, 'm': 0.7455484867095947}), ('ʁ', {'f': 0.018059805035591125, 'm': 0.9819402098655701}), ('a', {'f': 0.2211504578590393, 'm': 0.7788494825363159}), ('ʒ', {'f': 0.0005169702926650643, 'm': 0.9994829893112183})]",test,3
sɔldatɛsk,m,f,"[('s', {'f': 0.20896439254283905, 'm': 0.7910355925559998}), ('ɔ', {'f': 0.41259321570396423, 'm': 0.5874067544937134}), ('l', {'f': 0.045806944370269775, 'm': 0.9541930556297302}), ('d', {'f': 0.03590014949440956, 'm': 0.9640998840332031}), ('a', {'f': 0.09325337409973145, 'm': 0.9067466259002686}), ('t', {'f': 0.08247412741184235, 'm': 0.9175258874893188}), ('ɛ', {'f': 0.007218821905553341, 'm': 0.9927812218666077}), ('s', {'f': 0.9475826621055603, 'm': 0.052417315542697906}), ('k', {'f': 0.20253229141235352, 'm': 0.7974677681922913})]",test,3
afiljasj2,f,f,"[('a', {'f': 0.374961256980896, 'm': 0.625038743019104}), ('f', {'f': 0.3696981966495514, 'm': 0.6303017735481262}), ('i', {'f': 0.884039580821991, 'm': 0.11596042662858963}), ('l', {'f': 0.16780561208724976, 'm': 0.832194447517395}), ('j', {'f': 0.9560818076133728, 'm': 0.04391821101307869}), ('a', {'f': 0.33587178587913513, 'm': 0.6641282439231873}), ('s', {'f': 0.17387941479682922, 'm': 0.8261206150054932}), ('j', {'f': 0.9996641874313354, 'm': 0.0003358654212206602}), ('2', {'f': 0.9999969005584717, 'm': 3.088863877565018e-06})]",test,3
kafEtɛʁja,f,f,"[('k', {'f': 0.1589062362909317, 'm': 0.8410937190055847}), ('a', {'f': 0.39232927560806274, 'm': 0.6076706647872925}), ('f', {'f': 0.08810395747423172, 'm': 0.9118959903717041}), ('E', {'f': 0.006463985424488783, 'm': 0.9935359954833984}), ('t', {'f': 0.6410896182060242, 'm': 0.3589104115962982}), ('ɛ', {'f': 0.027003515511751175, 'm': 0.9729964137077332}), ('ʁ', {'f': 0.00026985941804014146, 'm': 0.9997301697731018}), ('j', {'f': 0.38101503252983093, 'm': 0.6189849376678467}), ('a', {'f': 0.8699223399162292, 'm': 0.13007766008377075})]",test,3
tʁ1sp2dœʁ,m,m,"[('t', {'f': 0.32073718309402466, 'm': 0.6792628169059753}), ('ʁ', {'f': 0.050501205027103424, 'm': 0.9494987726211548}), ('1', {'f': 0.0015763231785967946, 'm': 0.99842369556427}), ('s', {'f': 0.9997301697731018, 'm': 0.00026987510500475764}), ('p', {'f': 0.6813919544219971, 'm': 0.31860801577568054}), ('2', {'f': 0.022051842883229256, 'm': 0.9779480695724487}), ('d', {'f': 0.27640894055366516, 'm': 0.7235910296440125}), ('œ', {'f': 0.22532236576080322, 'm': 0.774677574634552}), ('ʁ', {'f': 0.08442966639995575, 'm': 0.9155703186988831})]",test,3
maʁkEtəʁi,f,f,"[('m', {'f': 0.0665191113948822, 'm': 0.9334808588027954}), ('a', {'f': 0.03072815015912056, 'm': 0.9692718982696533}), ('ʁ', {'f': 0.015762440860271454, 'm': 0.9842374920845032}), ('k', {'f': 0.5259379148483276, 'm': 0.47406205534935}), ('E', {'f': 0.037612829357385635, 'm': 0.9623871445655823}), ('t', {'f': 0.9858744144439697, 'm': 0.014125647954642773}), ('ə', {'f': 0.762191891670227, 'm': 0.23780807852745056}), ('ʁ', {'f': 0.011475724168121815, 'm': 0.9885242581367493}), ('i', {'f': 0.9999668598175049, 'm': 3.313225897727534e-05})]",test,3
aʒənujəm1,m,m,"[('a', {'f': 0.374961256980896, 'm': 0.625038743019104}), ('ʒ', {'f': 0.00042049281182698905, 'm': 0.9995794892311096}), ('ə', {'f': 0.9304597973823547, 'm': 0.06954016536474228}), ('n', {'f': 0.06521999090909958, 'm': 0.9347800016403198}), ('u', {'f': 0.016363045200705528, 'm': 0.9836369156837463}), ('j', {'f': 0.9826982617378235, 'm': 0.017301756888628006}), ('ə', {'f': 0.05385633558034897, 'm': 0.946143627166748}), ('m', {'f': 0.04916651174426079, 'm': 0.9508334994316101}), ('1', {'f': 2.6295327188563533e-05, 'm': 0.9999736547470093})]",test,3
asupisəm1,m,m,"[('a', {'f': 0.374961256980896, 'm': 0.625038743019104}), ('s', {'f': 0.5758315324783325, 'm': 0.42416852712631226}), ('u', {'f': 0.06578710675239563, 'm': 0.9342129230499268}), ('p', {'f': 0.8603326082229614, 'm': 0.13966740667819977}), ('i', {'f': 0.21353983879089355, 'm': 0.7864601612091064}), ('s', {'f': 0.1268695741891861, 'm': 0.8731305003166199}), ('ə', {'f': 0.6058139801025391, 'm': 0.3941860496997833}), ('m', {'f': 0.012019065208733082, 'm': 0.9879809021949768}), ('1', {'f': 6.36729018879123e-05, 'm': 0.9999363422393799})]",test,3
aʁtifisje,m,m,"[('a', {'f': 0.374961256980896, 'm': 0.625038743019104}), ('ʁ', {'f': 0.003874021815136075, 'm': 0.9961259961128235}), ('t', {'f': 0.9070134162902832, 'm': 0.09298655390739441}), ('i', {'f': 0.9745267033576965, 'm': 0.025473253801465034}), ('f', {'f': 0.00549796037375927, 'm': 0.994502067565918}), ('i', {'f': 0.5570593476295471, 'm': 0.4429406523704529}), ('s', {'f': 0.026243874803185463, 'm': 0.9737561345100403}), ('j', {'f': 0.994756817817688, 'm': 0.0052432348020374775}), ('e', {'f': 0.03898652270436287, 'm': 0.9610134959220886})]",test,3
fʁiʒidite,f,f,"[('f', {'f': 0.08169641345739365, 'm': 0.9183036088943481}), ('ʁ', {'f': 0.0047802915796637535, 'm': 0.9952196478843689}), ('i', {'f': 0.981355607509613, 'm': 0.018644459545612335}), ('ʒ', {'f': 0.4771198034286499, 'm': 0.5228801369667053}), ('i', {'f': 0.9407675862312317, 'm': 0.059232380241155624}), ('d', {'f': 0.18178702890872955, 'm': 0.8182129263877869}), ('i', {'f': 0.3654910922050476, 'm': 0.6345089673995972}), ('t', {'f': 0.285142719745636, 'm': 0.714857280254364}), ('e', {'f': 0.9953497052192688, 'm': 0.004650296177715063})]",test,3
b2baʁdəm1,m,m,"[('b', {'f': 0.10118430852890015, 'm': 0.8988156914710999}), ('2', {'f': 0.0010839335154742002, 'm': 0.9989160299301147}), ('b', {'f': 0.8937891721725464, 'm': 0.10621084272861481}), ('a', {'f': 0.19184626638889313, 'm': 0.8081536889076233}), ('ʁ', {'f': 0.0008765727980062366, 'm': 0.9991233944892883}), ('d', {'f': 0.9955301880836487, 'm': 0.00446980120614171}), ('ə', {'f': 0.8716093301773071, 'm': 0.12839064002037048}), ('m', {'f': 0.010018421337008476, 'm': 0.9899815917015076}), ('1', {'f': 1.6295476598315872e-05, 'm': 0.9999836683273315})]",test,3
salybʁite,f,f,"[('s', {'f': 0.20896439254283905, 'm': 0.7910355925559998}), ('a', {'f': 0.090041883289814, 'm': 0.9099581241607666}), ('l', {'f': 0.3297941982746124, 'm': 0.6702057719230652}), ('y', {'f': 0.1844819337129593, 'm': 0.8155180811882019}), ('b', {'f': 0.03306232765316963, 'm': 0.9669377207756042}), ('ʁ', {'f': 0.03461158648133278, 'm': 0.9653883576393127}), ('i', {'f': 0.8298149108886719, 'm': 0.17018505930900574}), ('t', {'f': 0.9966541528701782, 'm': 0.003345847362652421}), ('e', {'f': 0.9996077418327332, 'm': 0.00039233063580468297})]",test,3
pʁOgʁamøz,f,f,"[('p', {'f': 0.49935054779052734, 'm': 0.5006493926048279}), ('ʁ', {'f': 0.12095854431390762, 'm': 0.8790414333343506}), ('O', {'f': 0.28352609276771545, 'm': 0.7164738774299622}), ('g', {'f': 0.08072368800640106, 'm': 0.9192763566970825}), ('ʁ', {'f': 0.0002372531162109226, 'm': 0.9997627139091492}), ('a', {'f': 0.034964777529239655, 'm': 0.9650352001190186}), ('m', {'f': 0.000606275862082839, 'm': 0.9993937015533447}), ('ø', {'f': 0.00917710829526186, 'm': 0.9908229112625122}), ('z', {'f': 0.9967551827430725, 'm': 0.003244812833145261})]",test,3
pʁijapizm,m,m,"[('p', {'f': 0.49935054779052734, 'm': 0.5006493926048279}), ('ʁ', {'f': 0.12095854431390762, 'm': 0.8790414333343506}), ('i', {'f': 0.31925806403160095, 'm': 0.6807420253753662}), ('j', {'f': 0.9394527077674866, 'm': 0.060547273606061935}), ('a', {'f': 0.8846494555473328, 'm': 0.11535052955150604}), ('p', {'f': 0.15178491175174713, 'm': 0.8482151031494141}), ('i', {'f': 0.5417476892471313, 'm': 0.45825228095054626}), ('z', {'f': 0.9763134121894836, 'm': 0.02368662692606449}), ('m', {'f': 1.0558340363786556e-05, 'm': 0.99998939037323})]",test,3
dəmiməzyʁ,f,f,"[('d', {'f': 0.48300912976264954, 'm': 0.5169909596443176}), ('ə', {'f': 0.131172776222229, 'm': 0.8688271641731262}), ('m', {'f': 0.01822515018284321, 'm': 0.9817748069763184}), ('i', {'f': 0.9487645626068115, 'm': 0.05123540759086609}), ('m', {'f': 0.34430140256881714, 'm': 0.6556985974311829}), ('ə', {'f': 0.2853468060493469, 'm': 0.7146531343460083}), ('z', {'f': 0.9831067323684692, 'm': 0.016893263906240463}), ('y', {'f': 0.42918989062309265, 'm': 0.5708101987838745}), ('ʁ', {'f': 0.9637988209724426, 'm': 0.03620114177465439})]",test,3
dəmifinal,m,f,"[('d', {'f': 0.48300912976264954, 'm': 0.5169909596443176}), ('ə', {'f': 0.131172776222229, 'm': 0.8688271641731262}), ('m', {'f': 0.01822515018284321, 'm': 0.9817748069763184}), ('i', {'f': 0.9487645626068115, 'm': 0.05123540759086609}), ('f', {'f': 0.021985040977597237, 'm': 0.9780148863792419}), ('i', {'f': 0.360896497964859, 'm': 0.6391035318374634}), ('n', {'f': 0.6758135557174683, 'm': 0.32418644428253174}), ('a', {'f': 0.2875933051109314, 'm': 0.7124067544937134}), ('l', {'f': 0.18636855483055115, 'm': 0.8136314749717712})]",test,3
kOmɛʁsjal,f,m,"[('k', {'f': 0.1589062362909317, 'm': 0.8410937190055847}), ('O', {'f': 0.06935447454452515, 'm': 0.9306455254554749}), ('m', {'f': 0.023732850328087807, 'm': 0.9762671589851379}), ('ɛ', {'f': 0.005754312500357628, 'm': 0.994245707988739}), ('ʁ', {'f': 0.0031188472639769316, 'm': 0.9968811273574829}), ('s', {'f': 0.04534067213535309, 'm': 0.9546593427658081}), ('j', {'f': 0.9369597434997559, 'm': 0.06304022669792175}), ('a', {'f': 0.9182989597320557, 'm': 0.08170102536678314}), ('l', {'f': 0.6355243921279907, 'm': 0.3644755780696869})]",test,3
Eskaʁbukl,m,f,"[('E', {'f': 0.2545851171016693, 'm': 0.7454148530960083}), ('s', {'f': 0.9324452877044678, 'm': 0.06755464524030685}), ('k', {'f': 0.2324952781200409, 'm': 0.7675047516822815}), ('a', {'f': 0.1580657809972763, 'm': 0.8419342041015625}), ('ʁ', {'f': 0.08707908540964127, 'm': 0.9129209518432617}), ('b', {'f': 0.5326701998710632, 'm': 0.46732980012893677}), ('u', {'f': 0.009484418667852879, 'm': 0.9905155897140503}), ('k', {'f': 0.06084175035357475, 'm': 0.9391582012176514}), ('l', {'f': 0.06492435187101364, 'm': 0.9350757002830505})]",test,3
Eskaʁpəm1,m,m,"[('E', {'f': 0.2545851171016693, 'm': 0.7454148530960083}), ('s', {'f': 0.9324452877044678, 'm': 0.06755464524030685}), ('k', {'f': 0.2324952781200409, 'm': 0.7675047516822815}), ('a', {'f': 0.1580657809972763, 'm': 0.8419342041015625}), ('ʁ', {'f': 0.08707908540964127, 'm': 0.9129209518432617}), ('p', {'f': 0.574694037437439, 'm': 0.4253059923648834}), ('ə', {'f': 0.2243964523077011, 'm': 0.7756035327911377}), ('m', {'f': 0.04325488209724426, 'm': 0.9567450881004333}), ('1', {'f': 6.116118311183527e-05, 'm': 0.9999388456344604})]",test,3
vOlybilis,m,m,"[('v', {'f': 0.9870455265045166, 'm': 0.012954425998032093}), ('O', {'f': 0.2514894902706146, 'm': 0.748510479927063}), ('l', {'f': 0.4768199026584625, 'm': 0.5231801271438599}), ('y', {'f': 0.043770916759967804, 'm': 0.9562291502952576}), ('b', {'f': 0.2717793583869934, 'm': 0.7282206416130066}), ('i', {'f': 0.40791788697242737, 'm': 0.5920820832252502}), ('l', {'f': 0.49383148550987244, 'm': 0.50616854429245}), ('i', {'f': 0.7024511694908142, 'm': 0.2975488305091858}), ('s', {'f': 0.21554510295391083, 'm': 0.7844549417495728})]",test,3
avɛʁtisœʁ,m,m,"[('a', {'f': 0.374961256980896, 'm': 0.625038743019104}), ('v', {'f': 0.8569624423980713, 'm': 0.14303763210773468}), ('ɛ', {'f': 0.005832435563206673, 'm': 0.9941675662994385}), ('ʁ', {'f': 0.11689259856939316, 'm': 0.8831074237823486}), ('t', {'f': 0.996635377407074, 'm': 0.0033646821975708008}), ('i', {'f': 0.8808861374855042, 'm': 0.11911386251449585}), ('s', {'f': 0.7267724871635437, 'm': 0.2732274830341339}), ('œ', {'f': 0.31325289607048035, 'm': 0.686747133731842}), ('ʁ', {'f': 0.0002729128173086792, 'm': 0.9997270703315735})]",test,3
nɔʁafʁik3,m,m,"[('n', {'f': 0.775706946849823, 'm': 0.224293053150177}), ('ɔ', {'f': 0.5096542239189148, 'm': 0.49034571647644043}), ('ʁ', {'f': 0.0006319742533378303, 'm': 0.9993680119514465}), ('a', {'f': 0.28959017992019653, 'm': 0.7104098200798035}), ('f', {'f': 0.03716999292373657, 'm': 0.9628299474716187}), ('ʁ', {'f': 0.014072238467633724, 'm': 0.9859278202056885}), ('i', {'f': 0.9936363697052002, 'm': 0.006363631226122379}), ('k', {'f': 0.28380873799324036, 'm': 0.716191291809082}), ('3', {'f': 0.11787768453359604, 'm': 0.8821223974227905})]",test,3
1ʁiʃisəm1,m,m,"[('1', {'f': 5.483459972310811e-05, 'm': 0.9999451637268066}), ('ʁ', {'f': 0.08073157072067261, 'm': 0.9192683696746826}), ('i', {'f': 0.7762389183044434, 'm': 0.22376109659671783}), ('ʃ', {'f': 0.9841982126235962, 'm': 0.015801718458533287}), ('i', {'f': 0.3740593194961548, 'm': 0.6259406805038452}), ('s', {'f': 0.31648874282836914, 'm': 0.6835112571716309}), ('ə', {'f': 0.7490755319595337, 'm': 0.2509244382381439}), ('m', {'f': 0.0008848272264003754, 'm': 0.9991151690483093}), ('1', {'f': 7.660463779757265e-06, 'm': 0.9999923706054688})]",test,3
tʁaktasj2,f,f,"[('t', {'f': 0.32073718309402466, 'm': 0.6792628169059753}), ('ʁ', {'f': 0.050501205027103424, 'm': 0.9494987726211548}), ('a', {'f': 0.029899759218096733, 'm': 0.9701002240180969}), ('k', {'f': 0.09636647254228592, 'm': 0.9036335349082947}), ('t', {'f': 0.08507686108350754, 'm': 0.9149231314659119}), ('a', {'f': 0.49595537781715393, 'm': 0.5040445327758789}), ('s', {'f': 0.2102261185646057, 'm': 0.7897738218307495}), ('j', {'f': 0.9967929720878601, 'm': 0.003207057947292924}), ('2', {'f': 0.9999538660049438, 'm': 4.617452941602096e-05})]",test,3
k2tʁaksj2,f,f,"[('k', {'f': 0.1589062362909317, 'm': 0.8410937190055847}), ('2', {'f': 0.0017205101903527975, 'm': 0.9982794523239136}), ('t', {'f': 0.06380755454301834, 'm': 0.9361923933029175}), ('ʁ', {'f': 0.019439497962594032, 'm': 0.9805605411529541}), ('a', {'f': 0.03187921643257141, 'm': 0.968120813369751}), ('k', {'f': 0.1532536745071411, 'm': 0.8467463850975037}), ('s', {'f': 0.16899019479751587, 'm': 0.8310098052024841}), ('j', {'f': 0.9670777916908264, 'm': 0.03292222321033478}), ('2', {'f': 0.9992591738700867, 'm': 0.0007408104720525444})]",test,3
s3k1tənɛʁ,m,m,"[('s', {'f': 0.20896439254283905, 'm': 0.7910355925559998}), ('3', {'f': 0.020200319588184357, 'm': 0.9797996878623962}), ('k', {'f': 0.031803056597709656, 'm': 0.9681968688964844}), ('1', {'f': 2.425620550638996e-05, 'm': 0.9999758005142212}), ('t', {'f': 0.24353256821632385, 'm': 0.7564674019813538}), ('ə', {'f': 0.00672094477340579, 'm': 0.9932790398597717}), ('n', {'f': 0.9633487462997437, 'm': 0.03665117546916008}), ('ɛ', {'f': 0.09945207834243774, 'm': 0.9005478620529175}), ('ʁ', {'f': 0.32790645956993103, 'm': 0.6720935702323914})]",test,3
fɔʁmalite,f,f,"[('f', {'f': 0.08169641345739365, 'm': 0.9183036088943481}), ('ɔ', {'f': 0.038054969161748886, 'm': 0.9619450569152832}), ('ʁ', {'f': 0.06473580747842789, 'm': 0.9352641701698303}), ('m', {'f': 0.633578360080719, 'm': 0.3664216697216034}), ('a', {'f': 0.151468887925148, 'm': 0.848531186580658}), ('l', {'f': 0.1486041098833084, 'm': 0.8513959050178528}), ('i', {'f': 0.9455142617225647, 'm': 0.054485734552145004}), ('t', {'f': 0.6411236524581909, 'm': 0.3588763475418091}), ('e', {'f': 0.997386634349823, 'm': 0.002613378455862403})]",test,3
kɔʁpyskyl,m,f,"[('k', {'f': 0.1589062362909317, 'm': 0.8410937190055847}), ('ɔ', {'f': 0.04100697860121727, 'm': 0.9589930176734924}), ('ʁ', {'f': 0.002338358433917165, 'm': 0.9976615905761719}), ('p', {'f': 0.528461754322052, 'm': 0.4715383052825928}), ('y', {'f': 0.028483007103204727, 'm': 0.9715169668197632}), ('s', {'f': 0.0005325941601768136, 'm': 0.9994674324989319}), ('k', {'f': 0.42758676409721375, 'm': 0.5724132657051086}), ('y', {'f': 0.0213477686047554, 'm': 0.97865229845047}), ('l', {'f': 0.07023827731609344, 'm': 0.9297617673873901})]",test,3
apaʁatʃik,f,m,"[('a', {'f': 0.374961256980896, 'm': 0.625038743019104}), ('p', {'f': 0.6553113460540771, 'm': 0.34468862414360046}), ('a', {'f': 0.4433656632900238, 'm': 0.5566343069076538}), ('ʁ', {'f': 0.007798890117555857, 'm': 0.9922010898590088}), ('a', {'f': 0.11115793883800507, 'm': 0.8888421058654785}), ('t', {'f': 0.024343125522136688, 'm': 0.9756568670272827}), ('ʃ', {'f': 0.27905094623565674, 'm': 0.7209490537643433}), ('i', {'f': 0.810690701007843, 'm': 0.18930932879447937}), ('k', {'f': 0.6702698469161987, 'm': 0.32973021268844604})]",test,3
manjakəʁi,f,f,"[('m', {'f': 0.0665191113948822, 'm': 0.9334808588027954}), ('a', {'f': 0.03072815015912056, 'm': 0.9692718982696533}), ('n', {'f': 0.05878106504678726, 'm': 0.941218912601471}), ('j', {'f': 0.7800675630569458, 'm': 0.21993237733840942}), ('a', {'f': 0.11117114871740341, 'm': 0.8888288140296936}), ('k', {'f': 0.006895960308611393, 'm': 0.9931040406227112}), ('ə', {'f': 0.26386699080467224, 'm': 0.7361329793930054}), ('ʁ', {'f': 0.017170695587992668, 'm': 0.9828292727470398}), ('i', {'f': 0.9999107122421265, 'm': 8.927242743084207e-05})]",test,3
tʃalɛnʒœʁ,m,m,"[('t', {'f': 0.32073718309402466, 'm': 0.6792628169059753}), ('ʃ', {'f': 0.1593678593635559, 'm': 0.8406320810317993}), ('a', {'f': 0.3718358278274536, 'm': 0.6281641721725464}), ('l', {'f': 0.25274088978767395, 'm': 0.7472590804100037}), ('ɛ', {'f': 0.0022159721702337265, 'm': 0.9977840781211853}), ('n', {'f': 0.4788002073764801, 'm': 0.5211997628211975}), ('ʒ', {'f': 0.21602663397789001, 'm': 0.7839733362197876}), ('œ', {'f': 0.239568829536438, 'm': 0.760431170463562}), ('ʁ', {'f': 0.003590243635699153, 'm': 0.9964097142219543})]",test,3
vizitasj2,f,f,"[('v', {'f': 0.9870455265045166, 'm': 0.012954425998032093}), ('i', {'f': 0.5202056169509888, 'm': 0.479794442653656}), ('z', {'f': 0.998728334903717, 'm': 0.0012716103810817003}), ('i', {'f': 0.9852855801582336, 'm': 0.01471444871276617}), ('t', {'f': 0.5550985336303711, 'm': 0.4449014961719513}), ('a', {'f': 0.9086816310882568, 'm': 0.09131833910942078}), ('s', {'f': 0.08267350494861603, 'm': 0.9173265099525452}), ('j', {'f': 0.9987126588821411, 'm': 0.0012873244704678655}), ('2', {'f': 0.9999889135360718, 'm': 1.1117059329990298e-05})]",test,3
puʁvwajœʁ,m,m,"[('p', {'f': 0.49935054779052734, 'm': 0.5006493926048279}), ('u', {'f': 0.03852364793419838, 'm': 0.9614763259887695}), ('ʁ', {'f': 0.017109990119934082, 'm': 0.9828899502754211}), ('v', {'f': 0.8222829103469849, 'm': 0.17771708965301514}), ('w', {'f': 0.037319861352443695, 'm': 0.9626801609992981}), ('a', {'f': 0.06385745853185654, 'm': 0.9361425638198853}), ('j', {'f': 0.21372294425964355, 'm': 0.7862771153450012}), ('œ', {'f': 0.4546562135219574, 'm': 0.5453436970710754}), ('ʁ', {'f': 0.0003532634291332215, 'm': 0.999646782875061})]",test,3
v1tilatœʁ,m,m,"[('v', {'f': 0.9870455265045166, 'm': 0.012954425998032093}), ('1', {'f': 0.00022680882830172777, 'm': 0.9997732043266296}), ('t', {'f': 0.9952581524848938, 'm': 0.004741849843412638}), ('i', {'f': 0.3312762677669525, 'm': 0.6687237024307251}), ('l', {'f': 0.3525848686695099, 'm': 0.6474151015281677}), ('a', {'f': 0.2958240211009979, 'm': 0.7041759490966797}), ('t', {'f': 0.15768155455589294, 'm': 0.8423184156417847}), ('œ', {'f': 0.9432157278060913, 'm': 0.05678427964448929}), ('ʁ', {'f': 0.003443175693973899, 'm': 0.9965568780899048})]",test,3
kOmEstibl,m,m,"[('k', {'f': 0.1589062362909317, 'm': 0.8410937190055847}), ('O', {'f': 0.06935447454452515, 'm': 0.9306455254554749}), ('m', {'f': 0.023732850328087807, 'm': 0.9762671589851379}), ('E', {'f': 0.1984274685382843, 'm': 0.8015725016593933}), ('s', {'f': 0.06140122190117836, 'm': 0.9385987520217896}), ('t', {'f': 0.011955374851822853, 'm': 0.9880446791648865}), ('i', {'f': 0.9445065855979919, 'm': 0.05549335107207298}), ('b', {'f': 0.6244478821754456, 'm': 0.37555208802223206}), ('l', {'f': 0.03726235404610634, 'm': 0.9627376198768616})]",test,3
ʁədʁɛsəm1,m,m,"[('ʁ', {'f': 0.029563577845692635, 'm': 0.9704364538192749}), ('ə', {'f': 0.9212587475776672, 'm': 0.07874121516942978}), ('d', {'f': 0.6089006662368774, 'm': 0.39109933376312256}), ('ʁ', {'f': 0.04297056794166565, 'm': 0.9570294618606567}), ('ɛ', {'f': 0.4025031328201294, 'm': 0.5974968075752258}), ('s', {'f': 0.840488076210022, 'm': 0.15951189398765564}), ('ə', {'f': 0.11762745678424835, 'm': 0.8823725581169128}), ('m', {'f': 0.006338897161185741, 'm': 0.9936610460281372}), ('1', {'f': 3.379808185854927e-05, 'm': 0.9999661445617676})]",test,3
1tuʁlupɛt,f,f,"[('1', {'f': 5.483459972310811e-05, 'm': 0.9999451637268066}), ('t', {'f': 0.9890512824058533, 'm': 0.010948644950985909}), ('u', {'f': 0.002881597727537155, 'm': 0.9971184730529785}), ('ʁ', {'f': 0.7557793855667114, 'm': 0.2442205846309662}), ('l', {'f': 0.4516254961490631, 'm': 0.5483745336532593}), ('u', {'f': 0.0009149553952738643, 'm': 0.9990850687026978}), ('p', {'f': 0.830393373966217, 'm': 0.16960667073726654}), ('ɛ', {'f': 0.004233627580106258, 'm': 0.9957664012908936}), ('t', {'f': 0.509585440158844, 'm': 0.490414559841156})]",test,3
